topic_id,project,first_date,subject,message_count,review_state,classification,reason
topic-d2f8a7b4ef3b6cc1,tomcat,2024-07-07,Bug report for Tomcat Connectors [2024/07/07],1,pending,,
topic-d3abf40e25095f66,tomcat,2024-07-07,Bug report for Tomcat Native [2024/07/07],1,pending,,
topic-2a81334b8103aec2,tomcat,2024-07-08,[VOTE][RESULT] Release Apache Tomcat 9.0.91,1,pending,,
topic-33ca297521255fe4,tomcat,2024-07-08,[Bug 69171] Brigade Citrine,1,pending,,
topic-3f1d4153bb5875d6,tomcat,2024-07-08,[Bug 69171] SPAM SPAM SPAM SPAM,1,pending,,
topic-b830c56b5859d62e,tomcat,2024-07-08,[Bug 69171] New: Brigade Citrine,1,pending,,
topic-b86a729321811210,tomcat,2024-07-08,[PR] Bump org.apache.tomcat:tomcat-coyote from 11.0.0-M18 to 11.0.0-M21 in /modules/openssl-foreign [tomcat],2,pending,,
topic-f097b274d6f71da2,tomcat,2024-07-08,[ANN] Apache Tomcat 9.0.91 available,1,pending,,
topic-0a46684e7f379c5f,tomcat,2024-07-09,[Bug 69175] New: https://eikomp.com/,1,pending,,
topic-0a7edf868017d4bc,tomcat,2024-07-09,"[PR] Update, refactor and polish instructions of the documentation. [tomcat-native]",1,pending,,
topic-0b96ba417da5e192,tomcat,2024-07-09,[Bug 69175] SPAM SPAM SPAM SPAM,1,pending,,
topic-189f2b64c6e4dea6,tomcat,2024-07-09,[Bug 69176] SPAM SPAM SPAM SPAM,1,pending,,
topic-39f75962c0a32134,tomcat,2024-07-09,[Bug 69174] New: Prestige Oakville New Home Plan,1,pending,,
topic-5efb409c13018922,tomcat,2024-07-09,[Bug 69176] New: https://eikomp.com/,1,pending,,
topic-7dcf3967b7de44af,tomcat,2024-07-09,[Bug 69174] Prestige Oakville New Home Plan,1,pending,,
topic-bc16957fd1bdf59a,tomcat,2024-07-09,[Bug 69174] SPAM SPAM SPAM SPAM,1,pending,,
topic-1bb2aae24e94d078,tomcat,2024-07-10,[Bug 69180] Windows Tomcat service crashes in certain cases,16,pending,,
topic-6509ed4a47acde83,tomcat,2024-07-10,[Bug 69180] New: Windows Tomcat service crashes in certain cases,1,pending,,
topic-40491af7709fb409,tomcat,2024-07-11,[Bug 69184] SPAM SPAM SPAM SPAM,1,pending,,
topic-4069e24127cb240c,tomcat,2024-07-11,[Bug 69182] New: Tomcat doesn't seem to call SSLEngine.closeInbound when the HTTPS client disconnects,1,pending,,
topic-599b6d963afeeaf8,tomcat,2024-07-11,[PR] fix typos [tomcat],2,pending,,
topic-5f69e25284dfb1cf,tomcat,2024-07-11,[Bug 69182] Tomcat doesn't seem to call SSLEngine.closeInbound when the HTTPS client disconnects,6,pending,,
topic-66b8fd30e8e4bc39,tomcat,2024-07-11,[Bug 69184] New: FEDUS,1,pending,,
topic-6c0edc03cb1b1759,tomcat,2024-07-11,[PR] Add OpenSSL FFM code [tomcat],2,pending,,
topic-07e5e133d472ef49,tomcat,2024-07-12,[Bug 69187] New: Gogoanime,1,pending,,
topic-16a8bcda1ed00901,tomcat,2024-07-12,[Bug 69189] New: https://digitalnexio.com/,1,pending,,
topic-2965a8c1f5042a2f,tomcat,2024-07-12,[VOTE][RESULT] Release Apache Tomcat 10.1.26,1,pending,,
topic-836dab7d13595b7d,tomcat,2024-07-12,[Bug 69188] New: anime,1,pending,,
topic-a67b9245bd499f0c,tomcat,2024-07-12,[Bug 69187] SPAM SPAM SPAM SPAM,1,pending,,
topic-a8fdb9b5b5b88608,tomcat,2024-07-12,[Bug 69190] SPAM SPAM SPAM SPAM,1,pending,,
topic-affa75746b877d01,tomcat,2024-07-12,[ANN] Apache Tomcat 10.1.26 Available,1,pending,,
topic-b7cdedd5ed27c567,tomcat,2024-07-12,[Bug 69189] SPAM SPAM SPAM SPAM,2,pending,,
topic-bc8063c2599820b0,tomcat,2024-07-12,[VOTE] Release Apache Tomcat 10.1.26 (need more votes),1,pending,,
topic-be6e1091f6618efd,tomcat,2024-07-12,[Bug 69188] SPAM SPAM SPAM SPAM,1,pending,,
topic-ef601c5119d829a9,tomcat,2024-07-12,[Bug 69189] https://digitalnexio.com/,1,pending,,
topic-fcbb705e2e5cdb67,tomcat,2024-07-12,[Bug 69190] New: https://buystealthaccount.com/,1,pending,,
topic-11ef95eebd775e07,tomcat,2024-07-13,[Bug 69192] New: ALEXISTOGEL,1,pending,,
topic-46cff1be2a676566,tomcat,2024-07-13,[Bug 69191] New: CDI Injection does not work properly,1,pending,,
topic-6175c94a863c32b0,tomcat,2024-07-13,[Bug 69191] CDI Injection does not work properly,2,pending,,
topic-96595a9ae5fe9618,tomcat,2024-07-13,[Bug 69192] SPAM SPAM SPAM SPAM,2,pending,,
topic-d1de771ed0f2e8b1,tomcat,2024-07-13,[Bug 69192] ALEXISTOGEL,1,pending,,
topic-3a183ffc82929784,tomcat,2024-07-14,Bug report for Tomcat 10 [2024/07/14],1,pending,,
topic-4aa3b8f20b293a8e,tomcat,2024-07-14,Bug report for Tomcat Native [2024/07/14],1,pending,,
topic-648b2386066f56a0,tomcat,2024-07-14,Bug report for Tomcat 9 [2024/07/14],1,pending,,
topic-8e831e2079b38206,tomcat,2024-07-14,Bug report for Tomcat 8 [2024/07/14],1,pending,,
topic-d7cbe645b8557475,tomcat,2024-07-14,Bug report for Tomcat Modules [2024/07/14],1,pending,,
topic-dfb1e9a926c483e2,tomcat,2024-07-14,Bug report for Taglibs [2024/07/14],1,pending,,
topic-e63898f343cd840a,tomcat,2024-07-14,Bug report for Tomcat Connectors [2024/07/14],1,pending,,
topic-1c84c19275191102,tomcat,2024-07-15,[Bug 69195] custom 400 error redirect not  working in tomcat 9,7,pending,,
topic-a28c60a3374df1a2,tomcat,2024-07-15,[Bug 69195] New: custom 400 error redirect not  working in tomcat 9,1,pending,,
topic-ed8b73af2eeb4b11,tomcat,2024-07-15,[Bug 69196] New: About Masuklinkdewi.com: Your Ultimate Online Resource Hub  Masuklinkdewi.com is a very versatile website that offers online services and resources. It avails relevant information and tools that enhance the experiences of its users online. This site is ve,1,pending,,
topic-30c9de8a17d94d01,tomcat,2024-07-16,[Bug 69200] New: Fethiye Tour,1,pending,,
topic-329d18dd2811f78f,tomcat,2024-07-16,[Bug 69202] SPAM SPAM SPAM SPAM,3,pending,,
topic-57a2234c680534e2,tomcat,2024-07-16,[I] test [tomcat-jakartaee-migration],2,pending,,
topic-5aade9d834c14024,tomcat,2024-07-16,[Bug 69202] New: Android Game Modifier Software,1,pending,,
topic-6dc2c0845ec91c6f,tomcat,2024-07-16,[Bug 69201] SPAM SPAM SPAM SPAM,1,pending,,
topic-9db84ecd5ed0c006,tomcat,2024-07-16,(tomcat) branch main updated: Fix regression calling add-osgi,4,pending,,
topic-b67d7d40b76f9087,tomcat,2024-07-16,[Bug 69200] SPAM SPAM SPAM SPAM,1,pending,,
topic-d2b1ff02b8822aaf,tomcat,2024-07-16,[Bug 69202] Android Game Modifier Software,1,pending,,
topic-e2ad4c064a546beb,tomcat,2024-07-16,[Bug 69201] New: fethiye activities,1,pending,,
topic-e6a2789b88f0b579,tomcat,2024-07-16,[Bug 69200] Fethiye Tour,1,pending,,
topic-4ce3df4cae8fef5c,tomcat,2024-07-17,Short and long term plans for Tomcat Native,10,pending,,
topic-4cf642961cf13878,tomcat,2024-07-17,[VOTE] Release Apache Tomcat Native 2.0.8,5,pending,,
topic-5f324a95019f49b3,tomcat,2024-07-17,[Bug 69204] New: alexistogel,1,pending,,
topic-15bd5316c26156c4,tomcat,2024-07-18,[VOTE] Release Apache Tomcat Native 1.3.1,5,pending,,
topic-35de14c258aee054,tomcat,2024-07-18,[Bug 69205] New: usautogear,1,pending,,
topic-418e192c905e7803,tomcat,2024-07-18,[Bug 69207] SPAM SPAM SPAM SPAM,1,pending,,
topic-559e76e84aba1e67,tomcat,2024-07-18,[Bug 69206] jdbc-pool is not returning the proxied Statement from a ResultSet,4,pending,,
topic-56601588ced739a2,tomcat,2024-07-18,[Bug 56596] OpenSSL 1.0.1g is vulnerable to a man-in-the-middle attack,3,pending,,
topic-6ca77810661246ea,tomcat,2024-07-18,[PR] Handle osgi headers correctly [tomcat-jakartaee-migration],4,pending,,
topic-b2117e24ce8538ab,tomcat,2024-07-18,[Bug 63362] GlobalRequestProcessor statistics in MBean does not count Websocket communication,3,pending,,
topic-b89883bb3101d44d,tomcat,2024-07-18,[Bug 69207] New: https://thepixellabmodapk.com/insurance/,1,pending,,
topic-cc32641f43d24647,tomcat,2024-07-18,(tomcat-native) branch 1.3.x updated: Align with 9.0.x,2,pending,,
topic-d6cff98b1147958b,tomcat,2024-07-18,[Bug 69205] usautogear,1,pending,,
topic-dbbcf7004ff4a178,tomcat,2024-07-18,[Bug 69206] New: jdbc-pool is not returning the proxied Statement from a ResultSet,1,pending,,
topic-05ee41d164625822,tomcat,2024-07-19,[Bug 69208] Submit report bug,1,pending,,
topic-1027bb59e2ffeeff,tomcat,2024-07-19,[Bug 69208] SPAM SPAM SPAM SPAM,1,pending,,
topic-bdd1dce2121f3116,tomcat,2024-07-19,(tomcat) 06/07: Add HTTP/2 support for early hints,2,pending,,
topic-ce4b706dcfa87cff,tomcat,2024-07-19,(tomcat) 03/09: Refactor writing of the status code,1,pending,,
topic-d6709298ec07d8fc,tomcat,2024-07-19,[Bug 69208] New: Submit report bug,1,pending,,
topic-6a41936a7f22e36e,tomcat,2024-07-20,[Bug 69210] New: debug message no longer appearing when Cors filter failure is detected,1,pending,,
topic-c06d14eddfc5cade,tomcat,2024-07-20,[Bug 69210] debug message no longer appearing when Cors filter failure is detected,1,pending,,
topic-4a383b036a9901ed,tomcat,2024-07-22,JDK 23 RDP2 | Removal of the legacy COMPAT locale provider and more heads-up!,1,pending,,
topic-4f114e787c2b2260,tomcat,2024-07-22,TCK CI runs,9,pending,,
topic-6c2c3045503e9ecb,tomcat,2024-07-22,[Bug 69214] New: CORSFilter prevent requests with POST method with no content type,1,pending,,
topic-7cb4222b6507d256,tomcat,2024-07-22,[Bug 69213] New: https://www.rajasthancabs.co.in/rajasthan-taxi-services.php,1,pending,,
topic-99dbdd6d00cb5c19,tomcat,2024-07-22,[Bug 69214] CORSFilter prevent requests with POST method with no content type,3,pending,,
topic-01a6cd1972caf984,tomcat,2024-07-23,[Bug 65347] The equals method from statements generated by the StatementFacade throws both Illegal Argument Exception and NullPointerExceptions,1,pending,,
topic-1f72dba5e5681ded,tomcat,2024-07-23,[Bug 69216] New: META-INT/services is missing from tomcat-embed-el,1,pending,,
topic-62bf72cd6cfc9ea6,tomcat,2024-07-23,[Bug 69216] META-INF/services is missing from tomcat-embed-el,5,pending,,
topic-832899a547f89977,tomcat,2024-07-23,[PR] Correctly Proxy Statement returned from ResultSet [tomcat],11,pending,,
topic-fe752c9105505bca,tomcat,2024-07-23,Performance improvements for HTTP/2,6,pending,,
topic-6dd610b3aa860c4c,tomcat,2024-07-24,[VOTE][RESULT] Release Apache Tomcat Native 1.3.1,1,pending,,
topic-bbeb7382bb6cf95e,tomcat,2024-07-24,[ANN] Apache Tomcat Native 1.3.1 released,1,pending,,
topic-d71b46216400c76f,tomcat,2024-07-24,[Bug 69218] New: Sattva Lumina Apartments,1,pending,,
topic-d7ceedb2570d9291,tomcat,2024-07-24,[ANN] Apache Tomcat Native 2.0.8 released,1,pending,,
topic-e289089b27ccf7ed,tomcat,2024-07-24,[VOTE][RESULT] Release Apache Tomcat Native 2.0.8,1,pending,,
topic-e6519579f1a5e8a7,tomcat,2024-07-24,[Bug 69218] Sattva Lumina Apartments,1,pending,,
topic-1c33367ea01884ca,tomcat,2024-07-25,Simplifying JreCompat,6,pending,,
topic-1d408604e3a0432c,tomcat,2024-07-25,[PR] Update RUNNING.txt [tomcat],5,pending,,
topic-6682a85d1a4a4868,tomcat,2024-07-25,(tomcat) 01/03: Add JreCompat support for Subject.callAs(),4,pending,,
topic-2232031122b2a810,tomcat,2024-07-26,[Bug 69224] SPAM SPAM SPAM SPAM,4,pending,,
topic-2c5ed5de089bed06,tomcat,2024-07-26,[Bug 69223] New: Sui Northern Gas (SNGPL) Duplicate Bill Checking Online,1,pending,,
topic-967b7d976c8c68a3,tomcat,2024-07-26,[Bug 69222] jakarta.el.ExpressionFactory service descriptor missing,1,pending,,
topic-a94246df2e475cdc,tomcat,2024-07-26,[Bug 69224] New: Best Smartphones Under 40000 to Buy on 12.12 Sale (2023),1,pending,,
topic-bf327512d266f5ae,tomcat,2024-07-26,[Bug 69223] SPAM SPAM SPAM SPAM,6,pending,,
topic-d2c398d8f8e92ca3,tomcat,2024-07-26,[Bug 69224] Best Smartphones Under 40000 to Buy on 12.12 Sale (2023),1,pending,,
topic-e7ab0e18acf4db5c,tomcat,2024-07-26,[Bug 69222] New: jakarta.el.ExpressionFactory service descriptor missing,1,pending,,
topic-43417af4d1a39b6c,tomcat,2024-07-27,[Bug 69227] New: https://bluewingsedu.com,1,pending,,
topic-84ded62debc7714f,tomcat,2024-07-27,[Bug 69227] https://bluewingsedu.com,4,pending,,
topic-b39eaf5909b4deac,tomcat,2024-07-27,Requesting the confirmation,3,pending,,
topic-0866e678bb6a5c3d,tomcat,2024-07-29,[Bug 69228] Tomcat occasionally return 404 html page,5,pending,,
topic-125ae9d012f322c2,tomcat,2024-07-29,Tagging August releases,1,pending,,
topic-cea95ffed9758254,tomcat,2024-07-29,[Bug 69228] New: Tomcat occasionally return 404 html page,1,pending,,
topic-e55c9d041361d891,tomcat,2024-07-29,[VOTE] Release Apache Tomcat 11.0.0-M23,10,pending,,
topic-527e3cf24c66df2a,tomcat,2024-07-30,[Bug 69234] New: Parallel deployment not working with tomcat 11,1,pending,,
topic-60d2a4bff0da9885,tomcat,2024-07-30,[VOTE] Release Apache Tomcat 10.1.27,8,pending,,
topic-62071da5b4680080,tomcat,2024-07-30,[Bug 69232] Servlet API jar is not BND,1,pending,,
topic-6bb93cded013d464,tomcat,2024-07-30,[Bug 69232] New: Servlet API jar is not BND,1,pending,,
topic-d1260ea2807df677,tomcat,2024-07-30,[VOTE] Release Apache Tomcat 9.0.92,11,pending,,
topic-bd0c238c82831e2d,tomcat,2024-07-31,[Bug 69234] Parallel deployment not working with tomcat 11,5,pending,,
topic-36e83cfcb40287e5,tomcat,2024-08-01,[Bug 69236] New: JDBC interceptor reset method oerdering,1,pending,,
topic-76c3d621f98c5554,tomcat,2024-08-01,Sporadic http2 test failures,6,pending,,
topic-e6a54207495f0b45,tomcat,2024-08-01,[Bug 69236] JDBC interceptor reset method call ordering,1,pending,,
topic-009f94ef75211aca,tomcat,2024-08-02,[VOTE] Release Apache Tomcat 10.1.28,6,pending,,
topic-12fd755f954105ec,tomcat,2024-08-02,"[PR] refactor: standardize the HTML, CSS and JSP in the webapps folder. [tomcat]",1,pending,,
topic-3edb995dd9b82dbd,tomcat,2024-08-02,[VOTE] Release Apache Tomcat 9.0.93,8,pending,,
topic-4f30f90131308044,tomcat,2024-08-02,[VOTE][CANCELLED] Release Apache Tomcat 10.1.27,1,pending,,
topic-9aecfaf090fb4368,tomcat,2024-08-02,[VOTE][CANCELLED] Release Apache Tomcat 11.0.0-M23,1,pending,,
topic-9d3a184655ebe622,tomcat,2024-08-02,[VOTE] Release Apache Tomcat 11.0.0-M24,10,pending,,
topic-cce5d567899ad38f,tomcat,2024-08-02,[PR] Introduce Tomcat Source-to-Image (S2I) [tomcat],3,pending,,
topic-b45b9662a81ad787,tomcat,2024-08-04,New contributor please welcome,2,pending,,
topic-1cd2d7dc8af3e1ba,tomcat,2024-08-06,AW: TLD scanner and debug logging,1,pending,,
topic-2807df6a84655b0b,tomcat,2024-08-06,[VOTE][RESULT] Release Apache Tomcat 11.0.0-M24,1,pending,,
topic-34fa2a36c9eb1946,tomcat,2024-08-06,[ANN] Apache Tomcat 11.0.0-M24 (beta) available,1,pending,,
topic-5a54eb9c81910511,tomcat,2024-08-06,[Bug 69245] New: Tomcat.addWebapp() doesn't expire sessions after Tomcat.start(),1,pending,,
topic-6715dbe42dd1ed20,tomcat,2024-08-06,[ANN] Apache Tomcat 10.1.28 Available,1,pending,,
topic-76ea6ff2f4b677e7,tomcat,2024-08-06,[ANN] Apache Tomcat 9.0.93 available,1,pending,,
topic-a3c8d4750bb90d46,tomcat,2024-08-06,[VOTE][RESULT] Release Apache Tomcat 9.0.93,1,pending,,
topic-a578dc085014f248,tomcat,2024-08-06,[VOTE][RESULT] Release Apache Tomcat 10.1.28,1,pending,,
topic-ca96f52dcf9caaa0,tomcat,2024-08-06,[Bug 69245] Tomcat.addWebapp() doesn't expire sessions after Tomcat.start(),11,pending,,
topic-d3d3e8b6ae30b356,tomcat,2024-08-06,[PR] correct typos [tomcat-connectors],5,pending,,
topic-e588ca860a3b77dc,tomcat,2024-08-06,TLD scanner and debug logging,5,pending,,
topic-1c35994bc1abf173,tomcat,2024-08-07,[Bug 64775] mod_jk is sending both Content-Length and Transfer-Encoding,1,pending,,
topic-25c2153927779339,tomcat,2024-08-07,[Bug 63808] the fact that JkMount makes other directives ineffective is undocumented,1,pending,,
topic-34851c0d9730b618,tomcat,2024-08-07,[Bug 65488] Destroy method is not being called during Failover configuration,1,pending,,
topic-46a755577aeab54f,tomcat,2024-08-07,[Bug 68720] Troubleshooting Tomcat: Addressing Compression Issues with Firefox 'NS_ERROR_NET_PARTIAL_TRANSFER' Error,5,pending,,
topic-54e99bb0f144e64e,tomcat,2024-08-07,(tomcat) branch main updated (5aa3aaf72d -> 3e80377f3b),1,pending,,
topic-5972920358fd6390,tomcat,2024-08-07,[Bug 57402] Provide correlation ID between mod_jk log and access log,1,pending,,
topic-6d900d3e71178220,tomcat,2024-08-07,[Bug 56576] Websocket support,1,pending,,
topic-99f52802e8c4057d,tomcat,2024-08-07,[Bug 69248] New: Empower Your Career with MBark,1,pending,,
topic-d6db4d4bbd70ec66,tomcat,2024-08-07,[PR] native/common/jk_global.h: fix compilation on musl [tomcat-connectors],2,pending,,
topic-e78ea8514992adfe,tomcat,2024-08-07,[Bug 69247] New: Enter MBark!,1,pending,,
topic-1ca9c81ab56092c9,tomcat,2024-08-08,[Bug 69254] Hunter Valley Wine Tours,1,pending,,
topic-46ae8f253814dd02,tomcat,2024-08-08,[VOTE] Release Apache Tomcat Connectors (JK) 1.2.50,6,pending,,
topic-e34b7ec364ccc23d,tomcat,2024-08-08,[Bug 69254] New: Hunter Valley Wine Tours,1,pending,,
topic-1a9bbae182b6edea,tomcat,2024-08-09,[Bug 69255] New: SQL Connection throws java.lang.reflect.UndeclaredThrowableException instead of SQLException,1,pending,,
topic-40287a62bb0339ad,tomcat,2024-08-09,[PR] Unwrap InvocationTargetException from underlying statement execution [tomcat],6,pending,,
topic-89d29d632c12a721,tomcat,2024-08-09,[Bug 69255] SQL Connection throws java.lang.reflect.UndeclaredThrowableException instead of SQLException,1,pending,,
topic-a17c411c8c543b77,tomcat,2024-08-12,[VOTE][RESULT] Release Apache Tomcat Connectors (JK) 1.2.50,1,pending,,
topic-ae03cdd4d360af0c,tomcat,2024-08-12,Create a Tomcat 12 branch?,5,pending,,
topic-d7891cb5b671d221,tomcat,2024-08-12,(tomcat) 02/02: Regenerate with latest JavaCC (7.0.13),1,pending,,
topic-1b8289b887dba98e,tomcat,2024-08-13,Retirement of people.a.o,2,pending,,
topic-368844dba32928b2,tomcat,2024-08-13,[ANN] Apache Tomcat Connectors 1.2.50 released,1,pending,,
topic-5dceb829349c296e,tomcat,2024-08-13,[PR] Make status code configurable [tomcat],7,pending,,
topic-0baa4416d741a72d,tomcat,2024-08-14,[Bug 69262] New: Application can fail to start if both jakarta.el::jakarta.el-api and org.apache.tomcat.embed::tomcat-embed-el are on the classpath,1,pending,,
topic-96dcc634c06afec2,tomcat,2024-08-14,[Bug 69262] Application can fail to start if both jakarta.el::jakarta.el-api and org.apache.tomcat.embed::tomcat-embed-el are on the classpath,5,pending,,
topic-aeb7df66693bd52d,tomcat,2024-08-14,Cookie parsing and upcoming updates to RFC6265,15,pending,,
topic-4a464cf46fd3c1f0,tomcat,2024-08-16,[Bug 69268] New: Oklahoma's Trusted Roofing Partner,1,pending,,
topic-9eb50ebe5f6b9aa9,tomcat,2024-08-16,[Bug 69268] Oklahoma's Trusted Roofing Partner,1,pending,,
topic-c298181712ce421d,tomcat,2024-08-19,[Bug 69270] The integration of Tomcat 8.5.99 and above versions with spring-boot-starter-web 2.0.6.RELEASE version resulted in a deadlock situation,2,pending,,
topic-eb64e6448cc60033,tomcat,2024-08-19,[Bug 69270] New: The integration of Tomcat 8.5.99 and above versions with spring-boot-starter-web 2.0.6.RELEASE version resulted in a deadlock situation,1,pending,,
topic-fadae9e63d775316,tomcat,2024-08-19,svn commit: r1920023 - in /tomcat/site/trunk: docs/security-model.html xdocs/security-model.xml,11,pending,,
topic-25f32de5d56e55cb,tomcat,2024-08-20,[Bug 69276] New: 9.0.93 includes tomcat-coyote-ffm.jar which requires Java 22+,1,pending,,
topic-8f6af319c274e7ad,tomcat,2024-08-20,[Bug 69276] 9.0.93 includes tomcat-coyote-ffm.jar which requires Java 22+,3,pending,,
topic-33c9c8ba7a02a910,tomcat,2024-08-21,[Bug 69281] New: https://fleetcontainers.com.au/shipping-containers-tasmania/,1,pending,,
topic-3435702a4286004c,tomcat,2024-08-21,"[Bug 69279] Calling stored procedure via MyBatis now throws SqlException with message ""ResultSet closed.""",2,pending,,
topic-3d72cae5e4ac129c,tomcat,2024-08-21,"[Bug 69283] Default value shows null when executes System.getProperty(""org.apache.catalina.connector.RECYCLE_FACADES"") in Tomcat 9.0.90",1,pending,,
topic-6ba8e11364a92adc,tomcat,2024-08-21,[Bug 69281] SPAM SPAM SPAM SPAM,2,pending,,
topic-a7e88d9912a3f06c,tomcat,2024-08-21,"[Bug 69283] New: Default value shows null when executes System.getProperty(""org.apache.catalina.connector.RECYCLE_FACADES"") in Tomcat 9.0.90",1,pending,,
topic-a8be5b0bccfc14a3,tomcat,2024-08-21,"[Bug 69279] New: Calling stored procedure via MyBatis now throws SqlException with message ""ResultSet closed.""",1,pending,,
topic-f838d56adb34889c,tomcat,2024-08-21,[PR] Fix proxying null value result set [tomcat],2,pending,,
topic-0d2bea2ec7dcd5bc,tomcat,2024-08-23,[Bug 69285] Performance improvement to ApplicationHttpRequest.parseParameters(),7,pending,,
topic-3129c717e252d043,tomcat,2024-08-23,[Bug 69285] New: Performance improvement to ApplicationHttpRequest.parseParameters(),1,pending,,
topic-546540f37a91849d,tomcat,2024-08-23,JDK 23 Release Candidates | Restrictive JAXP Configuration Heads-up,1,pending,,
topic-89f98166602d364e,tomcat,2024-08-23,(tomcat) branch main updated: Expected behaviour has been clarified when writing >= c-l bytes to body,2,pending,,
topic-0d3e33cf6f35903e,tomcat,2024-08-24,[Bug 69286] SPAM SPAM SPAM SPAM,3,pending,,
topic-7c8be41281c943d3,tomcat,2024-08-24,[Bug 69286] New: Opatoto Bandar Link Terbaik Manjur Sekali,1,pending,,
topic-b8cf5f2d34332e04,tomcat,2024-08-24,[Bug 69286] Opatoto Bandar Link Terbaik Manjur Sekali,1,pending,,
topic-066524d66d0be794,tomcat,2024-08-25,[Bug 69287] New: https://www.lme.com.tr,1,pending,,
topic-c2b66e7055e563f4,tomcat,2024-08-25,[Bug 69287] https://www.lme.com.tr,4,pending,,
topic-c76d447803956a2c,tomcat,2024-08-25,[QUESTION] Purchase UML tool using Google security funding,16,pending,,
topic-1e82756bd57b829d,tomcat,2024-08-26,[Bug 69289] Crystal Meth: Wat U Moet Weten,1,pending,,
topic-c84da41123624afa,tomcat,2024-08-26,[Bug 69289] New: Crystal Meth: Wat U Moet Weten,1,pending,,
topic-e2cceab7c41c4f21,tomcat,2024-08-26,[Bug 69289] SPAM SPAM SPAM SPAM,2,pending,,
topic-8d4684a082eaa612,tomcat,2024-08-27,[PR] review my code [tomcat],2,pending,,
topic-153790267aceacf7,tomcat,2024-08-28,[PR]  Add 11.0.x branch to GitHub actions CI [tomcat],1,pending,,
topic-3c9b5979c4bd6658,tomcat,2024-08-28,[Bug 69293] New: Cannot start Apache,1,pending,,
topic-ab366c3614e2718e,tomcat,2024-08-28,[Bug 69295] https://socialosso.com/,1,pending,,
topic-cb2ff1a0ede53133,tomcat,2024-08-28,[Bug 69295] New: https://socialosso.com/,1,pending,,
topic-f59a7413f08fe6ed,tomcat,2024-08-28,[Bug 69293] Cannot start Apache,2,pending,,
topic-a78429a55fd004e5,tomcat,2024-08-29,[Bug 69299] New: Distribute Tomcat Native via Maven central,1,pending,,
topic-12a279898cc1ee02,tomcat,2024-08-30,[Bug 69301] New: wrong headers in access log http2 with trailers,1,pending,,
topic-3152e29e400a7787,tomcat,2024-08-30,[Bug 69302] New: ReadListener#onError not called on read exception during async processing with read timeout,1,pending,,
topic-6d57c1c896fe45c5,tomcat,2024-08-30,[Bug 69301] wrong headers in access log http2 with trailers,2,pending,,
topic-7ebe96fa32635274,tomcat,2024-09-01,(tomcat) branch 9.0.x updated: Fix imports,1,pending,,
topic-582011edfa2739ff,tomcat,2024-09-02,[Bug 69302] ReadListener#onError not called on read exception during async processing with read timeout,4,pending,,
topic-509d7a86a4cc6d89,tomcat,2024-09-03,(tomcat) branch main updated: Add instructions to edit via POPEditor.com to all translated files,3,pending,,
topic-6cae9881e10d72a2,tomcat,2024-09-03,[PR] i18n zh translation improvement for 9.0.x [tomcat],4,pending,,
topic-b39e5109c6afd29b,tomcat,2024-09-03,Buildbot failure in  on tomcat-12.0.x,64,pending,,
topic-df9bbbda7e9c2570,tomcat,2024-09-03,Tagging the September releases and 11.0.x stability,3,pending,,
topic-840cc32a8220df33,tomcat,2024-09-04,Buildbot success in  on tomcat-12.0.x,64,pending,,
topic-09f4ef55c157be98,tomcat,2024-09-05,[Bug 69299] Distribute Tomcat Native via Maven central,1,pending,,
topic-0e06176a700f2c6c,tomcat,2024-09-05,[Bug 69307] SPAM SPAM SPAM SPAM,1,pending,,
topic-3488d05e1b3cc146,tomcat,2024-09-05,[VOTE] Release Apache Tomcat 9.0.94,6,pending,,
topic-60c49d2e477e28bd,tomcat,2024-09-05,[Bug 69306] New: SEO Expert,1,pending,,
topic-dcac30a53a5d273a,tomcat,2024-09-05,[VOTE] Release Apache Tomcat 11.0.0-M25,7,pending,,
topic-f0a2d3d0bbfbcf25,tomcat,2024-09-05,[Bug 69307] New: Professional Pest Control Services in Dubai--Almanama,1,pending,,
topic-982d7638ab821dc2,tomcat,2024-09-06,"(tomcat) branch 9.0.x updated: Add lifecycle events, correct activation, use aliases correctly",2,pending,,
topic-b1af6670b6ffbd21,tomcat,2024-09-06,(tomcat) branch main updated: Add lifecycle event detail for Server,3,pending,,
topic-b2b9c6ee1ad1d429,tomcat,2024-09-06,[Bug 69309] New: Document Translation And Apostille Services,1,pending,,
topic-c4348ba6025d5781,tomcat,2024-09-06,[Bug 69309] Document Translation And Apostille Services,1,pending,,
topic-e431184e0f963907,tomcat,2024-09-06,[VOTE] Release Apache Tomcat 10.1.29,6,pending,,
topic-09d755a82f090bbe,tomcat,2024-09-09,[Bug 69312] Prestige Raintree Park top selling project,1,pending,,
topic-87646c13f79a8886,tomcat,2024-09-09,(tomcat) branch main updated: Use constant,1,pending,,
topic-93f79cc9717ee62b,tomcat,2024-09-09,[Bug 69312] New: Prestige Raintree Park top selling project,1,pending,,
topic-f0ea6125b3a6d4f6,tomcat,2024-09-09,[PR] Update Http11Processor.java [tomcat],4,pending,,
topic-41c5c678556bb6d1,tomcat,2024-09-10,[VOTE][RESULT] Release Apache Tomcat 11.0.0-M25,1,pending,,
topic-48d5f320185a7ba2,tomcat,2024-09-10,Architecture UML diagrams - startup,2,pending,,
topic-870e031034f1e12a,tomcat,2024-09-10,[VOTE][RESULT] Release Apache Tomcat 9.0.94,1,pending,,
